,0
2998,0
2999,1
3000,0
3001,0
3002,0
3003,1
3004,0
3005,0
3006,1
3007,0
3008,1
3009,1
3010,1
3011,0
3012,0
3013,0
3014,0
3015,0
3016,1
3017,0
3018,0
3019,0
3020,0
3021,0
3022,1
3023,1
3024,0
3025,0
3026,1
3027,0
3028,1
3029,0
3030,0
3031,1
3032,1
3033,1
3034,1
3035,0
3036,1
3037,0
3038,0
3039,1
3040,1
3041,1
3042,1
3043,0
3044,1
3045,1
3046,0
3047,1
3048,1
3049,0
3050,1
3051,1
3052,1
3053,1
3054,1
3055,0
3056,0
3057,1
3058,1
3059,1
3060,0
3061,1
3062,0
3063,0
3064,0
3065,0
3066,0
3067,0
3068,0
3069,0
3070,1
3071,0
3072,0
3073,1
3074,1
3075,0
3076,0
3077,0
3078,0
3079,0
3080,0
3081,1
3082,0
3083,0
3084,1
3085,0
3086,0
3087,0
3088,1
3089,1
3090,0
3091,0
3092,0
3093,0
3094,0
3095,0
3096,0
3097,0
3098,0
3099,0
3100,0
3101,1
3102,1
3103,1
3104,0
3105,0
3106,1
3107,0
3108,1
3109,1
3110,1
3111,1
3112,1
3113,0
3114,0
3115,0
3116,0
3117,1
3118,1
3119,1
3120,1
3121,1
3122,1
3123,0
3124,0
3125,1
3126,1
3127,1
3128,1
3129,1
3130,1
3131,0
3132,0
3133,1
3134,0
3135,0
3136,0
3137,0
3138,0
3139,0
3140,1
3141,1
3142,0
3143,1
3144,0
3145,1
3146,1
3147,1
3148,0
3149,0
3150,1
3151,1
3152,1
3153,0
3154,1
3155,1
3156,0
3157,0
3158,1
3159,0
3160,0
3161,1
3162,0
3163,1
3164,0
3165,1
3166,0
3167,0
3168,0
3169,0
3170,1
3171,1
3172,0
3173,1
3174,1
3175,1
3176,1
3177,0
3178,0
3179,1
3180,1
3181,0
3182,0
3183,0
3184,1
3185,1
3186,1
3187,0
3188,1
3189,0
3190,0
3191,0
3192,1
3193,1
3194,0
3195,0
3196,1
3197,0
3198,0
3199,0
3200,1
3201,0
3202,1
3203,1
3204,1
3205,1
3206,0
3207,1
3208,0
3209,1
3210,0
3211,0
3212,1
3213,0
3214,1
3215,0
3216,0
3217,0
3218,0
3219,0
3220,0
3221,1
3222,0
3223,1
3224,1
3225,0
3226,0
3227,1
3228,0
3229,0
3230,1
3231,0
3232,1
3233,1
3234,0
3235,0
3236,0
3237,1
3238,0
3239,0
3240,1
3241,1
3242,0
3243,0
3244,1
3245,0
3246,1
3247,0
3248,0
3249,1
3250,1
3251,1
3252,0
3253,0
3254,1
3255,1
3256,1
3257,1
3258,0
3259,0
3260,1
3261,1
3262,0
3263,0
3264,1
3265,0
3266,0
3267,0
3268,1
3269,1
3270,0
3271,1
3272,0
3273,0
3274,0
3275,1
3276,1
3277,1
3278,0
3279,0
3280,1
3281,0
3282,1
3283,0
3284,0
3285,0
3286,0
3287,0
3288,0
3289,0
3290,1
3291,0
3292,0
3293,0
3294,1
3295,1
3296,0
3297,1
3298,0
3299,0
3300,0
3301,0
3302,1
3303,0
3304,0
3305,1
3306,0
3307,0
3308,1
3309,1
3310,0
3311,0
3312,0
3313,0
3314,0
3315,0
3316,0
3317,1
3318,1
3319,0
3320,1
3321,0
3322,0
3323,1
3324,1
3325,0
3326,0
3327,0
3328,0
3329,1
3330,0
3331,1
3332,1
3333,0
3334,1
3335,0
3336,0
3337,0
3338,0
3339,1
3340,0
3341,1
3342,1
3343,0
3344,0
3345,1
3346,0
3347,0
3348,0
3349,1
3350,0
3351,1
3352,0
3353,0
3354,0
3355,0
3356,1
3357,0
3358,0
3359,0
3360,1
3361,0
3362,0
3363,0
3364,1
3365,0
3366,1
3367,0
3368,0
3369,0
3370,1
3371,1
3372,1
3373,0
3374,0
3375,0
3376,1
3377,0
3378,0
3379,0
3380,1
3381,0
3382,0
3383,0
3384,0
3385,1
3386,1
3387,0
3388,0
3389,1
3390,1
3391,0
3392,0
3393,0
3394,1
3395,1
3396,1
3397,1
3398,0
3399,0
3400,0
3401,0
3402,0
3403,1
3404,0
3405,1
3406,0
3407,0
3408,1
3409,1
3410,1
3411,1
3412,0
3413,1
3414,1
3415,0
3416,0
3417,1
3418,0
3419,0
3420,0
3421,1
3422,1
3423,1
3424,1
3425,0
3426,0
3427,0
3428,0
3429,0
3430,1
3431,0
3432,0
3433,0
3434,1
3435,1
3436,0
3437,1
3438,0
3439,1
3440,0
3441,0
3442,1
3443,1
3444,1
3445,1
3446,0
3447,1
3448,1
3449,0
3450,1
3451,1
3452,1
3453,1
3454,0
3455,1
3456,0
3457,0
3458,0
3459,1
3460,0
3461,1
3462,0
3463,1
3464,1
3465,1
3466,0
3467,0
3468,1
3469,1
3470,1
3471,0
3472,1
3473,0
3474,0
3475,0
3476,0
3477,0
3478,0
3479,1
3480,0
3481,1
3482,1
3483,0
3484,1
3485,1
3486,1
3487,0
3488,0
3489,0
3490,1
3491,1
3492,0
3493,1
3494,1
3495,0
3496,0
3497,1
3498,0
3499,0
3500,0
3501,0
3502,1
3503,0
3504,1
3505,1
3506,1
3507,0
3508,0
3509,1
3510,0
3511,1
3512,1
3513,0
3514,1
3515,1
3516,0
3517,0
3518,0
3519,0
3520,0
3521,1
3522,0
3523,0
3524,1
3525,1
3526,1
3527,1
3528,0
3529,0
3530,1
3531,1
3532,1
3533,1
3534,1
3535,0
3536,0
3537,1
3538,1
3539,0
3540,0
3541,0
3542,1
3543,0
3544,0
3545,0
3546,0
3547,0
3548,0
3549,0
3550,0
3551,1
3552,0
3553,1
3554,0
3555,0
3556,0
3557,0
3558,0
3559,0
3560,1
3561,0
3562,1
3563,0
3564,1
3565,0
3566,1
3567,1
3568,1
3569,1
3570,1
3571,1
3572,1
3573,0
3574,0
3575,0
3576,0
3577,1
3578,0
3579,0
3580,1
3581,0
3582,1
3583,1
3584,0
3585,0
3586,1
3587,1
3588,0
3589,1
3590,0
3591,1
3592,1
3593,1
3594,1
3595,1
3596,1
3597,1
3598,0
3599,0
3600,1
3601,0
3602,0
3603,1
3604,0
3605,0
3606,0
3607,1
3608,0
3609,1
3610,1
3611,0
3612,0
3613,0
3614,0
3615,0
3616,1
3617,0
3618,1
3619,0
3620,1
3621,1
3622,1
3623,0
3624,0
3625,1
3626,1
3627,1
3628,1
3629,1
3630,1
3631,0
3632,1
3633,1
3634,1
3635,1
3636,1
3637,0
3638,1
3639,0
3640,0
3641,1
3642,1
3643,1
3644,0
3645,0
3646,0
3647,1
3648,0
3649,1
3650,0
3651,0
3652,1
3653,1
3654,1
3655,1
3656,1
3657,1
3658,0
3659,1
3660,0
3661,1
3662,0
3663,0
3664,1
3665,0
3666,0
3667,1
3668,1
3669,0
3670,1
3671,1
3672,0
3673,0
3674,1
3675,1
3676,0
3677,0
3678,0
3679,0
3680,1
3681,1
3682,1
3683,1
3684,0
3685,0
3686,1
3687,0
3688,0
3689,0
3690,0
3691,1
3692,1
3693,0
3694,1
3695,1
3696,1
3697,1
3698,1
3699,0
3700,0
3701,0
3702,0
3703,1
3704,0
3705,0
3706,1
3707,1
3708,1
3709,0
3710,0
3711,1
3712,1
3713,0
3714,0
3715,0
3716,0
3717,0
3718,1
3719,0
3720,0
3721,0
3722,1
3723,0
3724,1
3725,0
3726,0
3727,0
3728,0
3729,0
3730,0
3731,1
3732,0
3733,1
3734,1
3735,0
3736,1
3737,0
3738,1
3739,1
3740,0
3741,1
3742,0
3743,0
3744,1
3745,0
3746,1
3747,0
3748,1
3749,1
3750,1
3751,1
3752,0
3753,1
3754,1
3755,0
3756,1
3757,1
3758,0
3759,0
3760,1
3761,0
3762,0
3763,1
3764,1
3765,0
3766,0
3767,0
3768,0
3769,1
3770,0
3771,0
3772,1
3773,1
3774,1
3775,0
3776,0
3777,1
3778,1
3779,0
3780,0
3781,0
3782,1
3783,0
3784,0
3785,1
3786,1
3787,0
3788,0
3789,1
3790,1
3791,0
3792,0
3793,0
3794,1
3795,0
3796,0
3797,1
3798,0
3799,0
3800,0
3801,0
3802,0
3803,1
3804,1
3805,1
3806,0
3807,0
3808,1
3809,0
3810,0
3811,1
3812,0
3813,0
3814,0
3815,0
3816,0
3817,1
3818,0
3819,1
3820,1
3821,1
3822,0
3823,0
3824,0
3825,0
3826,1
3827,0
3828,0
3829,0
3830,1
3831,0
3832,1
3833,0
3834,1
3835,0
3836,0
3837,0
3838,1
3839,0
3840,0
3841,1
3842,0
3843,0
3844,0
3845,0
3846,1
3847,0
3848,0
3849,1
3850,0
3851,1
3852,1
3853,1
3854,1
3855,1
3856,0
3857,1
3858,0
3859,1
3860,0
3861,1
3862,0
3863,1
3864,1
3865,0
3866,0
3867,1
3868,0
3869,0
3870,0
3871,0
3872,0
3873,0
3874,0
3875,0
3876,0
3877,0
3878,1
3879,1
3880,1
3881,0
3882,0
3883,0
3884,0
3885,1
3886,0
3887,0
3888,1
3889,1
3890,1
3891,0
3892,0
3893,1
3894,0
3895,0
3896,0
3897,0
3898,0
3899,0
3900,1
3901,1
3902,1
3903,0
3904,1
3905,0
3906,0
3907,0
3908,0
3909,0
3910,0
3911,0
3912,1
3913,1
3914,1
3915,1
3916,1
3917,0
3918,0
3919,1
3920,1
3921,0
3922,1
3923,1
3924,0
3925,1
3926,0
3927,1
3928,0
3929,1
3930,0
3931,0
3932,1
3933,1
3934,1
3935,0
3936,0
3937,0
3938,1
3939,1
3940,0
3941,0
3942,1
3943,0
3944,0
3945,0
3946,0
3947,1
3948,0
3949,1
3950,0
3951,1
3952,1
3953,0
3954,1
3955,0
3956,0
3957,1
3958,0
3959,1
3960,1
3961,1
3962,1
3963,1
3964,1
3965,0
3966,1
3967,1
3968,1
3969,1
3970,0
3971,1
3972,1
3973,0
3974,0
3975,0
3976,0
3977,1
3978,1
3979,0
3980,1
3981,1
3982,0
3983,0
3984,0
3985,1
3986,0
3987,0
3988,0
3989,0
3990,0
3991,1
3992,0
3993,0
3994,0
3995,0
3996,0
3997,0
3998,1
3999,1
4000,0
4001,0
4002,1
4003,0
4004,1
4005,1
4006,1
4007,0
4008,1
4009,0
4010,1
4011,0
4012,0
4013,0
4014,1
4015,0
4016,0
4017,1
4018,0
4019,0
4020,1
4021,0
4022,1
4023,0
4024,1
4025,0
4026,1
4027,1
4028,0
4029,0
4030,1
4031,1
4032,0
4033,0
4034,1
4035,0
4036,0
4037,0
4038,0
4039,1
4040,0
4041,0
4042,0
4043,1
4044,1
4045,1
4046,1
4047,0
4048,1
4049,1
4050,0
4051,0
4052,1
4053,0
4054,0
4055,0
4056,1
4057,1
4058,0
4059,0
4060,0
4061,0
4062,1
4063,1
4064,1
4065,1
4066,0
4067,0
4068,1
4069,1
4070,1
4071,0
4072,1
4073,0
4074,0
4075,1
4076,0
4077,0
4078,1
4079,1
4080,0
4081,0
4082,1
4083,1
4084,0
4085,0
4086,1
4087,1
4088,0
4089,1
4090,1
4091,0
4092,0
4093,1
4094,1
4095,0
4096,0
4097,1
4098,0
4099,1
4100,0
4101,1
4102,1
4103,0
4104,0
4105,1
4106,1
4107,0
4108,0
4109,1
4110,1
4111,0
4112,1
4113,1
4114,0
4115,0
4116,1
4117,0
4118,0
4119,1
4120,0
4121,0
4122,1
4123,1
4124,0
4125,1
4126,0
4127,0
4128,0
4129,1
4130,0
4131,0
4132,0
4133,1
4134,0
4135,1
4136,0
4137,0
4138,0
4139,0
4140,0
4141,0
4142,0
4143,0
4144,0
4145,1
4146,0
4147,1
4148,0
4149,1
4150,0
4151,1
4152,1
4153,1
4154,0
4155,1
4156,0
4157,1
4158,0
4159,1
4160,0
4161,0
4162,0
4163,0
4164,0
4165,0
4166,0
4167,0
4168,0
4169,0
4170,1
4171,0
4172,0
4173,1
4174,1
4175,0
4176,0
4177,1
4178,1
4179,1
4180,0
4181,0
4182,0
4183,0
4184,1
4185,1
4186,0
4187,1
4188,0
4189,0
4190,1
4191,1
4192,1
4193,0
4194,0
4195,1
4196,0
4197,0
4198,0
4199,0
4200,1
4201,0
4202,0
4203,1
4204,1
4205,0
4206,0
4207,0
4208,1
4209,1
4210,1
4211,0
4212,0
4213,1
4214,0
4215,0
4216,0
4217,1
4218,1
4219,1
4220,1
4221,0
4222,0
4223,0
4224,0
4225,0
4226,1
4227,0
4228,0
4229,0
4230,1
4231,0
4232,0
4233,0
4234,1
4235,1
4236,1
4237,0
4238,0
4239,1
4240,1
4241,0
4242,1
4243,1
4244,0
4245,1
4246,0
4247,0
4248,1
4249,0
4250,1
4251,1
4252,0
4253,1
4254,1
4255,1
4256,1
4257,1
4258,0
4259,0
4260,1
4261,1
4262,0
4263,0
4264,1
4265,1
4266,0
4267,1
4268,0
4269,1
4270,0
4271,1
4272,1
4273,0
4274,0
4275,1
4276,1
4277,0
4278,0
4279,1
4280,0
4281,0
4282,0
4283,1
4284,0
4285,0
4286,0
4287,1
4288,0
4289,0
4290,1
4291,1
4292,0
4293,1
4294,0
4295,0
4296,1
4297,1
4298,1
4299,0
4300,0
4301,0
4302,0
4303,1
4304,1
4305,0
4306,0
4307,0
4308,1
4309,1
4310,0
4311,1
4312,1
4313,0
4314,0
4315,0
4316,0
4317,0
4318,1
4319,0
4320,1
4321,0
4322,0
4323,1
4324,0
4325,0
4326,1
4327,0
4328,0
4329,0
4330,0
4331,1
4332,1
4333,1
4334,0
4335,0
4336,1
4337,1
4338,0
4339,0
4340,0
4341,1
4342,0
4343,0
4344,0
4345,1
4346,0
4347,0
4348,1
4349,0
4350,1
4351,0
4352,0
4353,1
4354,1
4355,0
4356,1
4357,0
4358,0
4359,1
4360,0
4361,0
4362,0
4363,1
4364,0
4365,0
4366,1
4367,0
4368,1
4369,1
4370,0
4371,1
4372,0
4373,0
4374,1
4375,0
4376,0
4377,0
4378,0
4379,1
4380,0
4381,1
4382,1
4383,0
4384,0
4385,0
4386,0
4387,0
4388,1
4389,0
4390,0
4391,0
4392,0
4393,1
4394,0
4395,0
4396,0
4397,1
4398,1
4399,0
4400,0
4401,0
4402,0
4403,1
4404,0
4405,1
4406,1
4407,1
4408,0
4409,0
4410,1
4411,0
4412,0
4413,1
4414,0
4415,1
4416,0
4417,0
4418,1
4419,1
4420,0
4421,0
4422,1
4423,1
4424,1
4425,0
4426,0
4427,0
4428,1
4429,0
4430,0
4431,1
4432,1
4433,1
4434,1
4435,1
4436,0
4437,1
4438,0
4439,0
4440,0
4441,0
4442,0
4443,0
4444,1
4445,1
4446,1
4447,1
4448,0
4449,1
4450,0
4451,1
4452,0
4453,1
4454,1
4455,1
4456,1
4457,1
4458,1
4459,0
4460,0
4461,0
4462,0
4463,0
4464,0
4465,1
4466,1
4467,0
4468,1
4469,1
4470,0
4471,1
4472,1
4473,0
4474,0
4475,1
4476,1
4477,0
4478,1
4479,0
4480,0
4481,1
4482,0
4483,0
4484,0
4485,0
4486,0
4487,1
4488,0
4489,1
4490,0
4491,0
4492,1
4493,1
4494,0
4495,0
4496,0
4497,1
4498,0
4499,1
4500,1
4501,0
4502,0
4503,1
4504,0
4505,0
4506,0
4507,0
4508,0
4509,1
4510,1
4511,1
4512,1
4513,0
4514,0
4515,1
4516,0
4517,0
4518,0
4519,0
4520,1
4521,0
4522,0
4523,0
4524,1
4525,0
4526,0
4527,0
4528,1
4529,0
4530,1
4531,0
4532,0
4533,0
4534,0
4535,1
4536,0
4537,0
4538,0
4539,1
4540,1
4541,1
4542,1
4543,0
4544,0
4545,0
4546,0
4547,1
4548,1
4549,1
4550,0
4551,1
4552,1
4553,0
4554,0
4555,0
4556,1
4557,0
4558,0
4559,1
4560,0
4561,1
4562,0
4563,1
4564,1
4565,0
4566,0
4567,1
4568,1
4569,0
4570,1
4571,0
4572,0
4573,0
4574,0
4575,0
4576,0
4577,0
4578,0
4579,0
4580,1
4581,1
4582,0
4583,1
4584,0
4585,0
4586,0
4587,0
4588,0
4589,0
4590,0
4591,1
4592,0
4593,0
4594,0
4595,0
4596,0
4597,0
4598,1
4599,0
4600,1
4601,1
4602,1
4603,1
4604,0
4605,0
4606,1
4607,1
4608,0
4609,1
4610,0
4611,1
4612,1
4613,1
4614,0
4615,0
4616,0
4617,0
4618,1
4619,1
4620,1
4621,0
4622,1
4623,1
4624,0
4625,0
4626,0
4627,0
4628,1
4629,1
4630,0
4631,1
4632,1
4633,1
4634,0
4635,1
4636,0
4637,1
4638,1
4639,1
4640,0
4641,0
4642,0
4643,0
4644,1
4645,1
4646,1
4647,0
4648,1
4649,0
4650,0
4651,0
4652,0
4653,0
4654,0
4655,1
4656,1
4657,0
4658,1
4659,1
4660,0
4661,0
4662,0
4663,0
4664,0
4665,0
4666,1
4667,0
4668,0
4669,0
4670,1
4671,0
4672,0
4673,1
4674,1
4675,0
4676,0
4677,1
4678,1
4679,1
4680,1
4681,0
4682,1
4683,1
4684,1
4685,0
4686,0
4687,0
4688,0
4689,1
4690,1
4691,1
4692,0
4693,1
4694,0
4695,1
4696,1
4697,1
4698,1
4699,1
4700,0
4701,0
4702,1
4703,0
4704,0
4705,0
4706,1
4707,0
4708,0
4709,0
4710,1
4711,1
4712,0
4713,1
4714,0
4715,1
4716,1
4717,1
4718,0
4719,0
4720,0
4721,0
4722,0
4723,1
4724,1
4725,0
4726,0
4727,0
4728,1
4729,0
4730,0
4731,1
4732,1
4733,0
4734,0
4735,1
4736,1
4737,0
4738,0
4739,0
4740,1
4741,0
4742,1
4743,0
4744,1
4745,1
4746,1
4747,0
4748,1
4749,1
4750,0
4751,0
4752,1
4753,1
4754,1
4755,0
4756,1
4757,0
4758,0
4759,0
4760,0
4761,0
4762,1
4763,0
4764,0
4765,0
4766,1
4767,1
4768,0
4769,1
4770,1
4771,1
4772,1
4773,1
4774,1
4775,0
4776,0
4777,0
4778,1
4779,0
4780,1
4781,0
4782,0
4783,0
4784,1
4785,0
4786,0
4787,1
4788,1
4789,1
4790,1
4791,0
4792,0
4793,0
4794,1
4795,1
4796,1
4797,0
4798,0
4799,0
4800,0
4801,1
4802,0
4803,0
4804,0
4805,1
4806,1
4807,0
4808,0
4809,1
4810,0
4811,0
4812,0
4813,0
4814,1
4815,1
4816,0
4817,1
4818,0
4819,1
4820,0
4821,0
4822,0
4823,1
4824,1
4825,0
4826,1
4827,1
4828,0
4829,1
4830,0
4831,0
4832,0
4833,1
4834,1
4835,0
4836,1
4837,0
4838,0
4839,0
4840,0
4841,0
4842,0
4843,0
4844,0
4845,0
4846,1
4847,1
4848,1
4849,0
4850,0
4851,1
4852,0
4853,1
4854,0
4855,0
4856,1
4857,0
4858,0
4859,0
4860,1
4861,0
4862,0
4863,0
4864,0
4865,0
4866,0
4867,1
4868,0
4869,0
4870,0
4871,0
4872,0
4873,1
4874,1
4875,0
4876,1
4877,1
4878,0
4879,0
4880,1
4881,0
4882,1
4883,0
4884,0
4885,0
4886,0
4887,0
4888,0
4889,1
4890,0
4891,0
4892,0
4893,1
4894,0
4895,1
4896,1
4897,1
4898,0
4899,0
4900,0
4901,0
4902,0
4903,0
4904,0
4905,0
4906,0
4907,1
4908,0
4909,0
4910,1
4911,1
4912,1
4913,1
4914,0
4915,1
4916,0
4917,1
4918,1
4919,0
4920,0
4921,1
4922,0
4923,1
4924,1
4925,0
4926,1
4927,0
4928,0
4929,1
4930,0
4931,1
4932,0
4933,1
4934,0
4935,1
4936,0
4937,1
4938,1
4939,0
4940,0
4941,0
4942,0
4943,1
4944,1
4945,0
4946,0
4947,1
4948,0
4949,1
4950,1
4951,1
4952,0
4953,0
4954,0
4955,0
4956,0
4957,0
4958,0
4959,1
4960,0
4961,1
4962,1
4963,0
4964,0
4965,0
4966,1
4967,1
4968,1
4969,0
4970,0
4971,1
4972,0
4973,0
4974,1
4975,1
4976,1
4977,1
4978,1
4979,0
4980,0
4981,0
4982,1
4983,0
4984,0
4985,0
4986,0
4987,0
4988,1
4989,0
4990,0
4991,1
4992,0
4993,1
4994,0
4995,1
4996,1
4997,0
4998,1
4999,0
5000,1
5001,1
5002,1
5003,0
5004,0
5005,1
5006,0
5007,0
5008,0
5009,1
5010,1
5011,0
5012,0
5013,1
5014,1
5015,1
5016,1
5017,0
5018,0
5019,1
5020,1
5021,1
5022,0
5023,1
5024,1
5025,1
5026,0
5027,0
5028,0
5029,1
5030,0
5031,0
5032,0
5033,1
5034,0
5035,0
5036,0
5037,1
5038,0
5039,0
5040,1
5041,0
5042,0
5043,1
5044,0
5045,0
5046,0
5047,0
5048,0
5049,1
5050,0
5051,1
5052,0
5053,0
5054,1
5055,1
5056,1
5057,0
5058,1
5059,0
5060,1
5061,1
5062,1
5063,0
5064,1
5065,0
5066,0
5067,1
5068,1
5069,0
5070,1
5071,0
5072,1
5073,0
5074,0
5075,1
5076,0
5077,1
5078,0
5079,0
5080,0
5081,1
5082,0
5083,0
5084,0
5085,1
5086,1
5087,1
5088,0
5089,0
5090,1
5091,1
5092,0
5093,0
5094,0
5095,0
5096,1
5097,1
5098,0
5099,1
5100,0
5101,1
5102,1
5103,0
5104,1
5105,0
5106,0
5107,0
5108,1
5109,0
5110,1
5111,0
5112,0
5113,0
5114,0
5115,0
5116,1
5117,0
5118,0
5119,0
5120,0
5121,1
5122,0
5123,0
5124,0
5125,1
5126,0
5127,0
5128,1
5129,0
5130,0
5131,0
5132,1
5133,0
5134,0
5135,1
5136,1
5137,0
5138,1
5139,0
5140,0
5141,0
5142,0
5143,1
5144,1
5145,0
5146,0
5147,0
5148,0
5149,1
5150,0
5151,0
5152,0
5153,1
5154,0
5155,0
5156,0
5157,0
5158,0
5159,0
5160,1
5161,0
5162,0
5163,0
5164,0
5165,1
5166,0
5167,0
5168,1
5169,1
5170,1
5171,0
5172,0
5173,0
5174,1
5175,1
5176,0
5177,1
5178,0
5179,0
5180,0
5181,0
5182,0
5183,0
5184,1
5185,0
5186,0
5187,1
5188,0
5189,0
5190,1
5191,0
5192,0
5193,0
5194,1
5195,0
5196,0
5197,0
5198,1
5199,0
5200,0
5201,0
5202,1
5203,0
5204,1
5205,0
5206,0
5207,0
5208,0
5209,0
5210,1
5211,0
5212,0
5213,0
5214,0
5215,1
5216,1
5217,0
5218,1
5219,0
5220,0
5221,0
5222,0
5223,0
5224,0
5225,0
5226,0
5227,0
5228,0
5229,1
5230,0
5231,1
5232,0
5233,1
5234,0
5235,0
5236,0
5237,0
5238,0
5239,1
5240,0
5241,0
5242,0
5243,1
5244,0
5245,0
5246,0
5247,1
5248,0
5249,0
5250,0
5251,1
5252,0
5253,0
5254,1
5255,0
5256,0
5257,0
5258,1
5259,1
5260,0
5261,0
5262,1
5263,0
5264,1
5265,0
5266,0
5267,1
5268,0
5269,1
5270,0
5271,0
5272,1
5273,0
5274,0
5275,0
5276,0
5277,0
5278,0
5279,1
5280,1
5281,1
5282,0
5283,1
5284,1
5285,1
5286,1
5287,0
5288,0
5289,1
5290,1
5291,1
5292,1
5293,0
5294,1
5295,0
5296,1
5297,1
5298,1
5299,0
5300,0
5301,0
5302,0
5303,1
5304,1
5305,0
5306,0
5307,1
5308,0
5309,1
5310,0
5311,0
5312,0
5313,1
5314,0
5315,0
5316,1
5317,1
5318,1
5319,1
5320,0
5321,0
5322,1
5323,1
5324,0
5325,1
5326,1
5327,1
5328,1
5329,0
5330,0
5331,1
5332,1
5333,0
5334,0
5335,0
5336,0
5337,0
5338,0
5339,0
5340,1
5341,1
5342,1
5343,1
5344,0
5345,0
5346,0
5347,0
5348,0
5349,0
5350,0
5351,0
5352,0
5353,1
5354,1
5355,0
5356,0
5357,0
5358,0
5359,0
5360,1
5361,1
5362,0
5363,1
5364,0
5365,1
5366,1
5367,1
5368,1
5369,0
5370,0
5371,1
5372,1
5373,0
5374,0
5375,1
5376,0
5377,1
5378,0
5379,0
5380,1
5381,0
5382,0
5383,0
5384,0
5385,1
5386,1
5387,1
5388,1
5389,1
5390,1
5391,0
5392,0
5393,0
5394,0
5395,0
5396,1
5397,0
5398,1
5399,0
5400,1
5401,0
5402,0
5403,0
5404,0
5405,1
5406,0
5407,0
5408,0
5409,0
5410,0
5411,1
5412,0
5413,0
5414,1
5415,0
5416,0
5417,1
5418,0
5419,0
5420,1
5421,0
5422,0
5423,0
5424,1
5425,0
5426,0
5427,0
5428,1
5429,0
5430,1
5431,0
5432,1
5433,1
5434,1
5435,0
5436,0
5437,0
5438,0
5439,1
5440,1
5441,0
5442,1
5443,0
5444,0
5445,0
5446,0
5447,0
5448,0
5449,0
5450,1
5451,1
5452,0
5453,0
5454,0
5455,0
5456,1
5457,1
5458,0
5459,0
5460,0
5461,1
5462,1
5463,1
5464,0
5465,1
5466,0
5467,0
5468,0
5469,0
5470,0
5471,0
5472,0
5473,0
5474,1
5475,1
5476,0
5477,0
5478,1
5479,0
5480,1
5481,0
5482,0
5483,1
5484,1
5485,1
5486,0
5487,0
5488,0
5489,0
5490,1
5491,1
5492,0
5493,0
5494,0
5495,0
5496,0
5497,0
5498,0
5499,0
5500,1
5501,1
5502,1
5503,1
5504,0
5505,0
5506,1
5507,1
5508,0
5509,1
5510,1
5511,0
5512,0
5513,0
5514,0
5515,0
5516,1
5517,1
5518,1
5519,1
5520,1
5521,1
5522,1
5523,1
5524,0
5525,1
5526,0
5527,1
5528,0
5529,0
5530,0
5531,1
5532,1
5533,1
5534,0
5535,0
5536,1
5537,1
5538,1
5539,1
5540,0
5541,0
5542,0
5543,0
5544,0
5545,0
5546,0
5547,0
5548,1
5549,0
5550,0
5551,1
5552,0
5553,0
5554,1
5555,0
5556,1
5557,0
5558,0
5559,0
5560,0
5561,1
5562,0
5563,1
5564,0
5565,1
5566,1
5567,0
5568,1
5569,1
5570,1
5571,0
5572,0
5573,0
5574,0
5575,0
5576,1
5577,0
5578,1
5579,1
5580,1
5581,0
5582,0
5583,0
5584,0
5585,0
5586,1
5587,0
5588,0
5589,0
5590,1
5591,1
5592,0
5593,0
5594,0
5595,1
5596,0
5597,0
5598,1
5599,0
5600,1
5601,0
5602,1
5603,0
5604,0
5605,1
5606,1
5607,0
5608,1
5609,1
5610,0
5611,1
5612,1
5613,0
5614,1
5615,0
5616,0
5617,1
5618,1
5619,1
5620,1
5621,1
5622,1
5623,0
5624,0
5625,0
5626,0
5627,0
5628,0
5629,1
5630,1
5631,1
5632,0
5633,0
5634,1
5635,0
5636,1
5637,0
5638,1
5639,1
5640,1
5641,0
5642,0
5643,1
5644,1
5645,0
5646,0
5647,0
5648,0
5649,0
5650,0
5651,1
5652,1
5653,0
5654,1
5655,0
5656,1
5657,0
5658,0
5659,0
5660,0
5661,0
5662,0
5663,0
5664,1
5665,0
5666,0
5667,0
5668,1
5669,1
5670,0
5671,1
5672,1
5673,0
5674,1
5675,1
5676,0
5677,1
5678,1
5679,0
5680,0
5681,0
5682,0
5683,0
5684,1
5685,0
5686,1
5687,1
5688,1
5689,0
5690,0
5691,0
5692,1
5693,0
5694,0
5695,0
5696,0
5697,0
5698,0
5699,1
5700,1
5701,1
5702,1
5703,1
5704,1
5705,0
5706,1
5707,1
5708,1
5709,0
5710,1
5711,0
5712,1
5713,0
5714,1
5715,1
5716,1
5717,1
5718,0
5719,0
5720,0
5721,1
5722,0
5723,0
5724,1
5725,0
5726,0
5727,0
5728,1
5729,0
5730,0
5731,0
5732,0
5733,0
5734,0
5735,0
5736,0
5737,1
5738,0
5739,1
5740,0
5741,0
5742,1
5743,1
5744,1
5745,1
5746,1
5747,0
5748,1
5749,0
5750,0
5751,1
5752,0
5753,0
5754,1
5755,0
5756,0
5757,0
5758,0
5759,0
5760,0
5761,1
5762,0
5763,1
5764,1
5765,0
5766,1
5767,0
5768,1
5769,1
5770,0
5771,1
5772,0
5773,1
5774,0
5775,0
5776,0
5777,0
5778,0
5779,0
5780,1
5781,0
5782,0
5783,1
5784,1
5785,0
5786,0
5787,0
5788,1
5789,1
5790,1
5791,1
5792,1
5793,1
5794,0
5795,0
5796,0
